,Clear_B02,Clear_B03,Clear_B04,Clear_B05,Clear_B06,Clear_B07,Clear_B08,Clear_B09,Clear_B10,Clear_B11,Clear_B12,Clear_B13
82020,0.89446,0.81135,0.86065,0.70873,0.80162,0.91095,0.73623,0.97002,0.00988,0.00038,0.04088,0.04812
334553,0.07738,0.04235,0.02205,0.01694,0.0143,0.01177,0.0088,0.00801,0.00287,0.00035,0.00063,0.0
272476,0.05845,0.03509,0.01952,0.01563,0.01314,0.01076,0.00831,0.00737,0.00323,0.00041,0.0006,0.0
146370,0.32218,0.40309,0.31687,0.67185,0.99642,0.99902,0.98975,1.00191,0.75958,0.08791,0.9555,0.56851
155270,0.19624,0.26313,0.1338,0.29865,0.89929,0.96018,0.83705,0.99365,0.05709,0.00032,0.47771,0.17523
246687,0.05881,0.03294,0.01699,0.01364,0.01119,0.00896,0.00707,0.00601,0.00381,0.0005,0.00048,0.0
218807,0.08224,0.04508,0.02368,0.01862,0.01556,0.01267,0.00966,0.00858,0.0037,0.00046,0.00068,0.0
183491,0.43581,0.56188,0.40169,0.82679,0.88273,0.93764,0.84219,0.97672,0.08758,0.00071,0.89741,0.5962
276955,0.05107,0.03052,0.01663,0.01323,0.01108,0.00906,0.00698,0.00618,0.00271,0.00031,0.0005,0.0
349293,0.0586,0.0325,0.01669,0.01323,0.01092,0.00879,0.00682,0.00591,0.00307,0.0004,0.00047,0.0
333229,0.0667,0.03724,0.01922,0.01516,0.01257,0.01017,0.00783,0.00686,0.0031,0.00035,0.00055,0.0
374515,0.06818,0.03761,0.01954,0.01572,0.01292,0.01036,0.00815,0.00694,0.00423,0.00054,0.00055,0.0
152678,0.8722,0.8452,0.91895,0.87756,0.92287,0.962,0.88034,0.98924,0.14744,0.00039,0.92621,0.84295
344329,0.10674,0.05856,0.03239,0.02668,0.02213,0.01783,0.01409,0.01204,0.00727,0.0009,0.00095,0.0
354932,0.06299,0.03505,0.01808,0.01438,0.01187,0.00956,0.00743,0.00643,0.00335,0.00041,0.00051,0.0
202205,0.08411,0.0461,0.02444,0.01983,0.01634,0.01311,0.01032,0.00881,0.00533,0.00069,0.0007,0.0
276819,0.04834,0.02892,0.01582,0.0127,0.0106,0.00863,0.00672,0.00588,0.00285,0.00035,0.00048,0.0
393529,0.07307,0.04015,0.02084,0.01635,0.01362,0.01107,0.00845,0.00748,0.00315,0.00038,0.00059,0.0
357068,0.06733,0.03755,0.01944,0.01549,0.01279,0.01029,0.00801,0.00692,0.0036,0.00042,0.00055,0.0
345690,0.04335,0.02431,0.01251,0.01005,0.00824,0.0066,0.00522,0.00442,0.00301,0.00054,0.00036,0.0
131132,0.33881,0.4473,0.96366,0.95423,0.97529,0.98926,0.94687,0.99974,0.38659,0.0006,0.95235,0.737
18622,0.34252,0.48681,0.77712,0.71716,0.81024,0.90957,0.74731,0.96824,0.01376,0.00051,0.87205,0.6497
41435,0.21856,0.25577,0.15788,0.33531,0.95879,0.97585,0.93955,0.99145,0.39979,0.00086,0.46042,0.20133
116834,0.32999,0.36408,0.852,0.83947,0.89385,0.93812,0.86137,0.97483,0.13187,0.00097,0.89314,0.57349
291312,0.05144,0.03066,0.01649,0.01309,0.01093,0.00891,0.00688,0.00607,0.00277,0.00036,0.00049,0.0
197379,0.33048,0.56769,0.26956,0.74014,0.93307,0.97327,0.88471,0.99649,0.13864,0.00035,0.62863,0.28256
299811,0.05488,0.03276,0.01774,0.01417,0.01183,0.00962,0.00747,0.00655,0.00306,0.00038,0.00053,0.0
342470,0.1683,0.09337,0.06222,0.05455,0.04682,0.03861,0.03079,0.02687,0.01476,0.00197,0.00215,0.0
138205,0.18231,0.27907,0.16333,0.4188,0.95299,0.977,0.92172,0.99439,0.2804,0.00039,0.54028,0.2239
159669,0.39062,0.37411,0.36959,0.36254,0.36272,0.36296,0.3472,0.35509,0.17645,0.00125,0.32223,0.28071
383714,0.1558,0.08638,0.0536,0.04465,0.03832,0.03182,0.02455,0.02207,0.0096,0.00129,0.00175,0.0
115890,0.34332,0.35758,0.28721,0.57949,0.91471,0.93625,0.93837,0.96506,0.6578,0.03332,0.89457,0.51354
373398,0.04829,0.02703,0.01385,0.01091,0.00903,0.0073,0.00563,0.00492,0.00239,0.0003,0.00039,0.0
192416,0.29492,0.29014,0.20155,0.48106,0.82779,0.88936,0.80637,0.94727,0.0845,0.00185,0.84313,0.35625
237333,0.08022,0.04386,0.02293,0.01783,0.01496,0.01225,0.00926,0.00832,0.00343,0.00047,0.00065,0.0
393438,0.06516,0.03624,0.01878,0.01512,0.01241,0.00994,0.00784,0.00667,0.00426,0.00067,0.00053,0.0
218475,0.07388,0.04103,0.02137,0.01712,0.01411,0.01135,0.00887,0.00763,0.0043,0.00057,0.00061,0.0
323716,0.06928,0.03879,0.02014,0.01617,0.0133,0.01067,0.00838,0.00716,0.00425,0.00054,0.00057,0.0
328540,0.05043,0.02815,0.0145,0.01165,0.00955,0.00765,0.00604,0.00513,0.00335,0.00052,0.00041,0.0
133882,0.32982,0.37645,0.29453,0.4486,0.89366,0.95147,0.8403,0.98686,0.07033,0.00032,0.9196,0.48879
32671,0.24771,0.31348,0.20367,0.4412,0.99424,0.99731,0.98814,1.00087,0.76265,0.08729,0.82194,0.42086
355126,0.11937,0.06557,0.03673,0.02872,0.02462,0.0205,0.01529,0.01412,0.00486,0.00058,0.00111,0.0
78194,0.24041,0.37204,0.22698,0.66514,0.9875,0.99562,0.96491,1.00204,0.49829,0.0025,0.77087,0.36417
61874,0.24585,0.31426,0.19088,0.5208,0.88342,0.92776,0.85443,0.96834,0.13095,0.00107,0.5781,0.24048
838,0.92559,0.85137,0.92643,0.93638,0.96152,0.97708,0.94198,0.992,0.40413,0.00092,0.93209,0.89117
136260,0.93377,0.85945,0.91595,0.86678,0.9135,0.95907,0.86776,0.9888,0.11203,0.00051,0.12605,0.16771
124859,0.25509,0.33887,0.21845,0.49381,0.97383,0.98701,0.94936,0.99781,0.41268,0.00083,0.94479,0.7146
70730,0.98771,0.91865,0.9408,0.86154,0.91167,0.96385,0.85584,0.99389,0.08549,0.00031,0.93282,0.81549
199878,0.29529,0.30801,0.25464,0.37208,0.88849,0.94655,0.83674,0.98381,0.06579,0.00055,0.91065,0.4812
354847,0.13736,0.07596,0.04491,0.03746,0.03161,0.02579,0.0202,0.01765,0.00879,0.001,0.0014,0.0
292249,0.0497,0.0296,0.01589,0.01249,0.01048,0.00858,0.00656,0.00586,0.00239,0.0003,0.00047,0.0
19256,0.3342,0.45502,0.3029,0.6256,0.98189,0.99264,0.95704,1.00071,0.44827,0.00114,0.9523,0.56811
125181,0.2631,0.3743,0.23892,0.5156,0.968,0.98624,0.93918,0.99857,0.35347,0.00048,0.87712,0.42648
112005,0.24194,0.34103,0.19057,0.49424,0.9577,0.97687,0.9356,0.99255,0.36841,0.00067,0.68839,0.30888
164170,0.27578,0.33079,0.2539,0.40925,0.88606,0.9518,0.82516,0.98902,0.04815,0.0003,0.92245,0.56437
322159,0.05469,0.03045,0.01563,0.01239,0.01022,0.00823,0.00639,0.00553,0.00283,0.00034,0.00044,0.0
356155,0.08162,0.04489,0.02346,0.01802,0.01523,0.01255,0.00937,0.00855,0.003,0.00036,0.00067,0.0
301576,0.07571,0.04207,0.02203,0.01781,0.01464,0.01173,0.00927,0.00788,0.00512,0.00075,0.00063,0.0
113402,0.34365,0.27579,0.40283,0.46261,0.52854,0.59151,0.62113,0.71862,0.20528,0.00204,0.85123,0.76218
361008,0.0621,0.03427,0.018,0.01461,0.01201,0.00963,0.00763,0.00647,0.00444,0.00084,0.00052,0.0
46628,0.88488,0.88516,0.93475,0.86083,0.90946,0.96396,0.85824,0.9873,0.08347,0.00037,0.93251,0.81661
13846,0.42043,0.50655,0.42821,0.78431,0.85292,0.90411,0.83267,0.95418,0.1154,0.00191,0.54663,0.28652
291694,0.04735,0.0282,0.01513,0.01188,0.00997,0.00817,0.00624,0.00558,0.00225,0.00027,0.00045,0.0
277377,0.04141,0.02439,0.01301,0.01053,0.00869,0.00699,0.00555,0.00472,0.00312,0.0005,0.00038,0.0
62365,0.27987,0.34744,0.25095,0.48547,0.97638,0.9901,0.94883,1.00016,0.40124,0.00067,0.95375,0.62945
116281,0.30027,0.38476,0.25053,0.48753,0.87877,0.94557,0.82327,0.98474,0.05345,0.00043,0.91626,0.47885
332578,0.07407,0.04054,0.02125,0.01714,0.01412,0.01133,0.00889,0.00761,0.00443,0.00063,0.0006,0.0
391904,0.06482,0.03565,0.01854,0.0149,0.01227,0.00984,0.00772,0.00661,0.00378,0.0004,0.00052,0.0
81478,0.31368,0.45953,0.23919,0.63729,0.94499,0.96999,0.91993,0.98975,0.29624,0.00066,0.71943,0.28499
235896,0.11298,0.0621,0.03436,0.02724,0.02307,0.019,0.01439,0.01299,0.00504,0.00061,0.00102,0.0
313683,0.05755,0.03127,0.01659,0.01352,0.01115,0.00895,0.00707,0.00602,0.00386,0.00057,0.00048,0.0
47550,0.34773,0.60589,0.47946,0.87698,0.92178,0.96672,0.87157,0.99371,0.11554,0.00036,0.71072,0.33383
232036,0.06302,0.03497,0.0181,0.01458,0.01196,0.00957,0.00756,0.00642,0.0042,0.00066,0.00051,0.0
383136,0.054,0.0298,0.01527,0.01218,0.01002,0.00803,0.00628,0.00539,0.00305,0.0004,0.00043,0.0
71402,0.20344,0.27789,0.14251,0.45122,0.95759,0.96989,0.96245,0.98492,0.66732,0.02801,0.69146,0.28688
315895,0.05667,0.0311,0.01593,0.0127,0.01045,0.00838,0.00653,0.00561,0.00306,0.00037,0.00044,0.0
24962,0.22259,0.18633,0.13166,0.27267,0.7526,0.86881,0.83001,0.92006,0.19247,0.00182,0.46811,0.18812
281310,0.04909,0.02927,0.01578,0.01279,0.01057,0.00852,0.00676,0.00577,0.00362,0.0005,0.00047,0.0
7196,0.20629,0.23172,0.2172,0.43408,0.98922,0.99549,0.97289,1.00112,0.58058,0.00898,0.94773,0.57359
13254,0.43191,0.4458,0.39509,0.5606,0.85198,0.92681,0.79864,0.9746,0.03743,0.00058,0.88886,0.5099
47108,0.23573,0.31823,0.19011,0.46953,0.95351,0.97542,0.92212,0.99319,0.28279,0.00055,0.47031,0.18278
293149,0.08277,0.05007,0.02977,0.02491,0.02094,0.01707,0.0136,0.01172,0.00703,0.001,0.00096,0.0
360270,0.12342,0.06805,0.0389,0.03229,0.02699,0.02188,0.01724,0.01487,0.00854,0.00126,0.00117,0.0
332690,0.08687,0.04725,0.02568,0.02069,0.0173,0.01406,0.01086,0.00953,0.00449,0.00055,0.00076,0.0
233112,0.09177,0.05022,0.0267,0.02108,0.01765,0.01439,0.01097,0.00976,0.00408,0.00043,0.00077,0.0
225887,0.05677,0.03178,0.01638,0.0131,0.01077,0.00864,0.00678,0.0058,0.00336,0.00044,0.00046,0.0
304761,0.14877,0.08225,0.04912,0.03933,0.03404,0.02852,0.0214,0.01982,0.00677,0.0008,0.00156,0.0
66009,0.28911,0.41377,0.26353,0.49019,0.87712,0.95012,0.81415,0.98913,0.03822,0.00029,0.87203,0.3912
167335,0.27488,0.37225,0.23044,0.42891,0.91069,0.96415,0.85385,0.99416,0.07933,0.00034,0.93329,0.54906
211008,0.06774,0.03748,0.01942,0.01537,0.01274,0.0103,0.00795,0.00694,0.0033,0.0004,0.00055,0.0
111713,0.26527,0.42241,0.216,0.61172,0.97777,0.98976,0.95283,0.9994,0.43237,0.00084,0.6423,0.28845
227542,0.05449,0.03007,0.01536,0.0121,0.01,0.00808,0.00622,0.00543,0.0026,0.00029,0.00043,0.0
220598,0.08723,0.04833,0.02556,0.02072,0.01706,0.01369,0.01081,0.0092,0.00581,0.00083,0.00073,0.0
53645,0.35848,0.47208,0.32419,0.67658,0.98828,0.992,0.99201,0.99713,0.88977,0.34826,0.8038,0.42368
339661,0.06156,0.03434,0.01765,0.01385,0.0115,0.00931,0.00714,0.00629,0.0027,0.00028,0.0005,0.0
369107,0.09693,0.05318,0.02884,0.0236,0.01952,0.0157,0.0124,0.01058,0.00662,0.00099,0.00083,0.0
354219,0.05866,0.03269,0.01679,0.01324,0.01096,0.00885,0.00683,0.00596,0.00285,0.00035,0.00047,0.0
72523,0.24839,0.40701,0.24372,0.60731,0.91245,0.96256,0.86102,0.99187,0.1003,0.00032,0.83573,0.3791
370508,0.06821,0.03785,0.01962,0.01579,0.01296,0.01038,0.00819,0.00696,0.00437,0.00057,0.00055,0.0
143102,0.40777,0.44128,0.39479,0.54326,0.91394,0.96596,0.85852,0.99469,0.08566,0.0003,0.93648,0.81836
199466,0.45034,0.57694,0.86431,0.81812,0.88093,0.95082,0.81876,0.98907,0.04197,0.00026,0.92309,0.76293
158964,0.25844,0.3624,0.22145,0.51678,0.96915,0.98478,0.94167,0.99702,0.3681,0.00065,0.596,0.25651
284905,0.04608,0.02741,0.01492,0.01201,0.01,0.00812,0.00634,0.00552,0.00284,0.00039,0.00045,0.0
146004,0.35679,0.45044,0.3408,0.65129,0.93712,0.96549,0.90621,0.98812,0.23048,0.00062,0.92474,0.61143
363630,0.12037,0.06625,0.03749,0.03074,0.02578,0.02096,0.01633,0.01426,0.00715,0.00099,0.00112,0.0
382779,0.06152,0.03408,0.01748,0.01364,0.01135,0.00922,0.00703,0.00623,0.00262,0.00032,0.00049,0.0
133362,0.31559,0.3822,0.30124,0.57088,0.89361,0.95229,0.83901,0.98757,0.06737,0.00037,0.92104,0.48089
98388,0.18976,0.27163,0.15335,0.39955,0.96286,0.98034,0.93659,0.99481,0.35587,0.0005,0.54149,0.23599
322319,0.0862,0.04736,0.02507,0.02003,0.01665,0.01346,0.01041,0.00909,0.0044,0.00053,0.00072,0.0
203158,0.09333,0.05116,0.02733,0.02144,0.01803,0.01479,0.0112,0.01006,0.00416,0.00055,0.00079,0.0
342179,0.09973,0.05438,0.03008,0.02465,0.02054,0.01661,0.013,0.01125,0.00595,0.00068,0.00089,0.0
82345,0.3071,0.47087,0.25734,0.60391,0.87827,0.94853,0.81656,0.98773,0.04024,0.00035,0.91759,0.45254
154350,0.31393,0.40299,0.24689,0.48594,0.87904,0.94758,0.81706,0.98723,0.04222,0.00036,0.78357,0.32218
341071,0.08821,0.04843,0.02583,0.02091,0.0173,0.01391,0.0109,0.00937,0.00514,0.0006,0.00074,0.0
112144,0.2321,0.3682,0.19205,0.50089,0.99818,0.99968,0.99714,1.00175,0.88,0.24658,0.72484,0.33596
316664,0.07443,0.04059,0.02133,0.01719,0.01419,0.0114,0.00892,0.00766,0.00423,0.00053,0.00061,0.0
320445,0.17873,0.09911,0.06746,0.0571,0.05029,0.0426,0.03255,0.03015,0.01087,0.0013,0.0024,0.0
68044,0.33808,0.31296,0.31732,0.31801,0.31891,0.31827,0.30805,0.30739,0.20142,0.00708,0.25746,0.21521
99758,0.17348,0.19959,0.13154,0.30211,0.95255,0.96942,0.9371,0.98703,0.4056,0.00105,0.55449,0.23408
17563,0.2207,0.2261,0.13307,0.26684,0.7513,0.89339,0.73042,0.95835,0.0142,0.00079,0.40292,0.13276
162583,0.32056,0.43536,0.27196,0.49375,0.88366,0.95122,0.82176,0.98909,0.04427,0.00037,0.58841,0.22681
224056,0.05132,0.0283,0.01442,0.0112,0.00933,0.00758,0.00576,0.00512,0.00213,0.00027,0.00041,0.0
243134,0.0608,0.0335,0.01737,0.01401,0.0115,0.0092,0.00727,0.00617,0.00408,0.00067,0.00049,0.0
205339,0.16304,0.09074,0.05666,0.04758,0.04084,0.03373,0.02618,0.02338,0.00998,0.00121,0.00186,0.0
133359,0.14434,0.1435,0.35012,0.64296,0.83756,0.92377,0.77601,0.97507,0.02187,0.00049,0.19394,0.05895
244754,0.06591,0.03638,0.01886,0.01513,0.01245,0.00999,0.00783,0.00671,0.00382,0.00046,0.00053,0.0
346810,0.0561,0.03123,0.01598,0.01248,0.01037,0.00841,0.00643,0.00568,0.00241,0.00028,0.00045,0.0
393642,0.16337,0.09072,0.05737,0.04911,0.04187,0.03442,0.02717,0.02379,0.01223,0.00145,0.00189,0.0
308961,0.09975,0.05521,0.0295,0.02343,0.01959,0.01594,0.01223,0.01081,0.00481,0.00054,0.00085,0.0
80951,0.23077,0.40624,0.198,0.5298,0.94214,0.97077,0.91111,0.99169,0.26933,0.00034,0.61242,0.27675
396457,0.05554,0.03086,0.01576,0.01223,0.01019,0.0083,0.0063,0.00561,0.00223,0.00026,0.00045,0.0
378868,0.06153,0.03444,0.01775,0.01409,0.01163,0.00937,0.00728,0.00631,0.00333,0.00046,0.0005,0.0
398882,0.11738,0.06429,0.03632,0.02995,0.02503,0.02028,0.01589,0.01377,0.00727,0.00091,0.00109,0.0
203538,0.06762,0.03682,0.01896,0.01475,0.01232,0.01003,0.0076,0.00678,0.0027,0.0003,0.00053,0.0
273374,0.08357,0.05078,0.02984,0.02489,0.02086,0.01698,0.01355,0.01163,0.00721,0.00098,0.00095,0.0
388368,0.05577,0.03098,0.01594,0.01277,0.01049,0.0084,0.00661,0.00563,0.00344,0.0005,0.00045,0.0
73781,0.27235,0.37079,0.20754,0.48768,0.85641,0.92955,0.80295,0.97595,0.03982,0.00052,0.83079,0.34796
319903,0.07326,0.03997,0.02085,0.01676,0.01381,0.01108,0.00866,0.00743,0.00413,0.00048,0.00059,0.0
164964,0.30374,0.39455,0.24393,0.54473,0.87399,0.93902,0.82206,0.98024,0.05305,0.00063,0.72662,0.28797
9020,0.12625,0.08741,0.07096,0.06232,0.06242,0.06302,0.05389,0.06121,0.00671,0.00053,0.04605,0.03199
279806,0.04906,0.02933,0.01599,0.01297,0.01075,0.0087,0.00687,0.0059,0.00349,0.0005,0.00048,0.0
248288,0.05924,0.03239,0.01663,0.01333,0.01094,0.00875,0.00687,0.00585,0.00352,0.00041,0.00046,0.0
355723,0.10808,0.05952,0.0327,0.02666,0.0222,0.01794,0.01402,0.01214,0.00628,0.00068,0.00096,0.0
206792,0.06581,0.03658,0.01899,0.0153,0.01256,0.01005,0.00794,0.00674,0.00441,0.00067,0.00054,0.0
43828,0.24904,0.29307,0.21052,0.34762,0.84587,0.93296,0.78187,0.98065,0.02155,0.00029,0.79976,0.32125
52301,0.27656,0.30773,0.22846,0.36627,0.88805,0.94947,0.83315,0.98648,0.06126,0.00046,0.90857,0.41255
139456,0.21237,0.26719,0.16303,0.39553,0.94819,0.97104,0.9203,0.99039,0.29192,0.00054,0.80773,0.35569
207213,0.06306,0.03515,0.01818,0.01461,0.012,0.00961,0.00757,0.00645,0.00404,0.00058,0.00051,0.0
236115,0.07245,0.04003,0.0208,0.01652,0.01368,0.01104,0.00854,0.00744,0.00355,0.00035,0.00059,0.0
287864,0.0666,0.04009,0.02263,0.01825,0.01536,0.01259,0.00975,0.00863,0.00388,0.00042,0.0007,0.0
363,0.32697,0.39947,0.29567,0.47811,0.87793,0.94782,0.81635,0.98733,0.04154,0.00029,0.88819,0.41542
38054,0.35122,0.52177,0.30453,0.80439,0.99683,0.99859,0.99811,1.00102,0.90701,0.22206,0.44772,0.29283
207210,0.08237,0.04525,0.02376,0.01867,0.01561,0.01271,0.00968,0.00861,0.00348,0.00037,0.00068,0.0
246840,0.05612,0.03148,0.01624,0.01303,0.0107,0.00857,0.00676,0.00575,0.00358,0.00049,0.00046,0.0
102632,0.14309,0.2244,0.0949,0.2811,0.81022,0.93855,0.81773,0.96676,0.05714,0.00036,0.56016,0.23177
88143,0.57099,0.60786,0.74628,0.74395,0.84184,0.9566,0.86151,0.99475,0.09234,0.00032,0.93598,0.82878
399011,0.05601,0.03122,0.01609,0.01291,0.0106,0.00849,0.00669,0.00569,0.00355,0.00049,0.00045,0.0
116086,0.24797,0.24823,0.30009,0.32878,0.39558,0.46271,0.47396,0.5805,0.08112,0.00047,0.92463,0.83083
348565,0.05837,0.03217,0.01657,0.01331,0.01092,0.00874,0.00688,0.00585,0.00363,0.00051,0.00046,0.0
42854,0.18041,0.19327,0.10984,0.26362,0.83333,0.91813,0.77565,0.97107,0.02438,0.00057,0.65769,0.19695
368576,0.06904,0.0381,0.01969,0.01554,0.01288,0.01042,0.00802,0.00702,0.00326,0.00039,0.00056,0.0
16145,0.32029,0.44292,0.27263,0.52814,0.89187,0.95437,0.83177,0.99019,0.05466,0.00037,0.57135,0.21545
262148,0.06699,0.04028,0.02291,0.01893,0.01577,0.01279,0.01019,0.00872,0.0056,0.00087,0.00071,0.0
71108,0.41964,0.54724,0.55717,0.83511,0.99668,0.99875,0.99563,1.0013,0.87005,0.29647,0.96913,0.78941
208680,0.05449,0.02993,0.0154,0.01238,0.01015,0.00812,0.0064,0.00544,0.0035,0.00056,0.00043,0.0
357497,0.11096,0.06103,0.03392,0.02795,0.02322,0.01873,0.01478,0.01266,0.0074,0.00092,0.001,0.0
237001,0.05899,0.03276,0.0168,0.01323,0.01096,0.00885,0.00681,0.00596,0.0027,0.00029,0.00047,0.0
210667,0.06504,0.03602,0.01852,0.01443,0.01203,0.00979,0.00744,0.00662,0.00266,0.0003,0.00052,0.0
145134,0.34732,0.37417,0.6183,0.72851,0.8497,0.93559,0.89725,0.9685,0.28758,0.00121,0.8868,0.81292
331620,0.0856,0.04678,0.02533,0.02076,0.01716,0.0138,0.01091,0.0093,0.00581,0.00078,0.00074,0.0
63920,0.14451,0.10835,0.09661,0.09474,0.09489,0.09161,0.08615,0.08804,0.04921,0.00129,0.06274,0.05446
221787,0.05885,0.03241,0.01661,0.01312,0.01084,0.00875,0.00675,0.00588,0.00277,0.0003,0.00047,0.0
335143,0.05424,0.03024,0.01549,0.01223,0.01011,0.00815,0.0063,0.00549,0.00266,0.00029,0.00044,0.0
300987,0.05806,0.03233,0.01656,0.01293,0.01075,0.00873,0.00666,0.0059,0.00245,0.00027,0.00047,0.0
317157,0.08181,0.04453,0.02359,0.01913,0.01577,0.01266,0.00995,0.0085,0.00513,0.00075,0.00067,0.0
291085,0.04984,0.02982,0.01653,0.01353,0.01123,0.00908,0.00722,0.00617,0.00392,0.00058,0.0005,0.0
336672,0.05415,0.02966,0.01519,0.01217,0.00998,0.00799,0.00627,0.00535,0.00322,0.00043,0.00042,0.0
307466,0.0676,0.03674,0.01902,0.01529,0.01256,0.01006,0.00789,0.00674,0.00394,0.00047,0.00053,0.0
388884,0.05584,0.03062,0.01567,0.01252,0.01028,0.00824,0.00645,0.00552,0.00312,0.00032,0.00044,0.0
99876,0.23155,0.18765,0.13111,0.27728,0.81141,0.88132,0.78208,0.94377,0.0572,0.00191,0.62568,0.19875
66063,0.34676,0.46811,0.43529,0.86611,0.91073,0.93857,0.90822,0.96977,0.3544,0.00152,0.68249,0.33502
74450,0.3307,0.50562,0.79538,0.87824,0.95126,0.98835,0.96425,0.99698,0.54237,0.00502,0.94509,0.91883
168856,0.1997,0.21046,0.14458,0.24301,0.89622,0.95418,0.84289,0.98842,0.0708,0.00041,0.4671,0.18994
234054,0.06882,0.03818,0.01969,0.01525,0.01277,0.01044,0.00789,0.00708,0.00272,0.00032,0.00056,0.0
273806,0.0702,0.04233,0.02409,0.0194,0.01638,0.01347,0.0104,0.00926,0.00407,0.00047,0.00075,0.0
360330,0.0543,0.0304,0.01567,0.01259,0.01033,0.00827,0.00653,0.00554,0.00364,0.00059,0.00044,0.0
137371,0.25678,0.31363,0.2248,0.43059,0.97963,0.99223,0.95157,1.00134,0.40905,0.00075,0.84386,0.41823
244471,0.0444,0.02488,0.01278,0.01019,0.00839,0.00674,0.00527,0.00453,0.00256,0.00034,0.00036,0.0
390625,0.07648,0.04208,0.022,0.01766,0.01457,0.01171,0.00915,0.00787,0.00432,0.00056,0.00062,0.0
216077,0.06593,0.03632,0.01867,0.01443,0.01208,0.00988,0.00745,0.0067,0.00264,0.00032,0.00053,0.0
159337,0.17117,0.24209,0.27957,0.52461,0.96085,0.98397,0.91991,0.99954,0.24517,0.00036,0.69703,0.35732
275570,0.04734,0.02802,0.01516,0.01231,0.01018,0.00821,0.00651,0.00556,0.00348,0.00049,0.00045,0.0
257095,0.04963,0.02957,0.01601,0.01293,0.01073,0.00867,0.00682,0.00588,0.0033,0.00043,0.00048,0.0
88288,0.25931,0.46585,0.20988,0.66943,0.99518,0.998,0.99073,1.0011,0.78754,0.11969,0.88021,0.45013
336536,0.06716,0.03677,0.01915,0.01545,0.0127,0.01017,0.008,0.00682,0.00419,0.00059,0.00054,0.0
241256,0.05697,0.03135,0.01608,0.01284,0.01055,0.00846,0.00662,0.00567,0.00323,0.00042,0.00045,0.0
137522,0.33396,0.41347,0.28986,0.51877,0.8953,0.95685,0.83487,0.99147,0.05699,0.0003,0.92736,0.62067
175997,0.31326,0.34758,0.41792,0.50128,0.56641,0.63275,0.71847,0.77549,0.88931,0.63496,0.97448,0.97012
305237,0.06913,0.03839,0.01988,0.01568,0.01302,0.01054,0.00811,0.00712,0.00329,0.0004,0.00057,0.0
361903,0.10574,0.05833,0.03166,0.0253,0.02121,0.01727,0.01325,0.01173,0.00491,0.00055,0.00092,0.0
58159,0.27331,0.44057,0.20453,0.55642,0.8769,0.94482,0.82075,0.9845,0.04851,0.00051,0.84036,0.36618
203134,0.05605,0.03136,0.01617,0.01299,0.01065,0.00853,0.00673,0.00572,0.00372,0.00058,0.00046,0.0
154867,0.26493,0.30781,0.19242,0.39466,0.77685,0.8899,0.71549,0.95689,0.01138,0.00071,0.60248,0.15235
168739,0.36504,0.53949,0.62861,0.9569,0.98446,0.99115,0.97302,0.99815,0.61451,0.01491,0.9491,0.75686
285678,0.14696,0.09168,0.06231,0.05324,0.04634,0.03891,0.03049,0.02751,0.01182,0.00126,0.00226,0.0
117204,0.37398,0.39363,0.34413,0.52209,0.96771,0.9825,0.94443,0.99535,0.3964,0.00093,0.93848,0.59311
304772,0.0879,0.04841,0.02578,0.02097,0.01728,0.01387,0.01095,0.00932,0.00584,0.0008,0.00074,0.0
354349,0.07717,0.04239,0.02222,0.01795,0.01477,0.01184,0.00931,0.00795,0.0048,0.00065,0.00063,0.0
242394,0.06864,0.03826,0.01976,0.01552,0.01289,0.01045,0.00801,0.00706,0.00308,0.00033,0.00056,0.0
12417,0.20193,0.2839,0.16414,0.41486,0.98888,0.99588,0.96959,1.0018,0.54102,0.00433,0.72288,0.33509
210664,0.07235,0.03957,0.02058,0.01626,0.0135,0.01094,0.0084,0.00738,0.00337,0.00036,0.00058,0.0
130225,0.28344,0.39042,0.25036,0.54745,0.91967,0.96409,0.87158,0.99172,0.11671,0.00039,0.71682,0.31219
171462,0.26395,0.27368,0.23276,0.37807,0.95989,0.97485,0.94397,0.98994,0.43379,0.00133,0.92969,0.48315
110094,0.35034,0.37173,0.48536,0.52543,0.5791,0.63491,0.67435,0.75078,0.36253,0.00105,0.94681,0.91307
349047,0.08985,0.04887,0.02602,0.02066,0.01724,0.01403,0.01076,0.0095,0.0044,0.00055,0.00075,0.0
344412,0.10383,0.05688,0.03121,0.02502,0.02101,0.01715,0.01317,0.01166,0.00519,0.00067,0.00092,0.0
256,0.18388,0.33091,0.14771,0.54537,0.97118,0.98456,0.95014,0.99611,0.43439,0.00096,0.62029,0.27401
16028,0.27447,0.37497,0.22905,0.49689,0.84733,0.92937,0.78675,0.97763,0.02596,0.00047,0.71325,0.27706
262870,0.05521,0.03286,0.01766,0.01397,0.01168,0.00954,0.00734,0.0065,0.00288,0.00033,0.00053,0.0
362515,0.08475,0.04641,0.02517,0.02066,0.01708,0.01374,0.01089,0.00926,0.00612,0.00099,0.00074,0.0
50838,0.27902,0.33798,0.2294,0.5222,0.94509,0.9604,0.95163,0.97977,0.6117,0.0147,0.74202,0.34101
263548,0.07552,0.04569,0.02643,0.02166,0.01822,0.01492,0.01168,0.01024,0.00516,0.00061,0.00083,0.0
308449,0.08087,0.04473,0.02353,0.019,0.01566,0.01256,0.00988,0.00844,0.00502,0.00064,0.00067,0.0
