,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,COT_est
4334,0.50981,0.40318,0.42968,0.46382,0.53323,0.55186,0.5122,0.56131,0.25017,0.0104,0.30527,0.20132,82.72,2.0
137472,0.514,0.47921,0.49092,0.48419,0.49367,0.50211,0.48153,0.50679,0.28467,0.00989,0.06565,0.08299,42.9,2.0
50771,0.16888,0.18299,0.1085,0.26229,0.89054,0.96626,0.91859,0.98748,0.3,0.00069,0.41153,0.16049,72.98,0.0
94862,0.65631,0.66486,0.71199,0.64393,0.68803,0.73429,0.63029,0.73476,0.03931,0.00031,0.5524,0.4488,50.57,0.0
162026,0.69898,0.6134,0.66674,0.70072,0.7625,0.76724,0.74895,0.76774,0.60668,0.15525,0.13039,0.15123,77.61,2.0
102399,0.69669,0.66249,0.6787,0.71048,0.89387,0.96591,0.92852,0.96771,0.65152,0.15335,0.11526,0.13773,52.17,2.0
8010,0.46636,0.40358,0.40807,0.42256,0.57848,0.63235,0.53841,0.66178,0.10611,0.00048,0.38061,0.21,76.6,2.0
1004,0.47092,0.5262,0.54536,0.76231,0.93272,0.93979,0.91876,0.94651,0.53454,0.01093,0.74511,0.4589,54.96,2.0
99026,0.21783,0.3332,0.17807,0.42603,0.92528,0.97082,0.87588,0.9959,0.121,0.00034,0.68498,0.27172,35.62,0.0
145664,0.77118,0.73721,0.74983,0.77672,0.89209,0.93632,0.84444,0.96451,0.60169,0.09942,0.07485,0.09445,44.31,2.0
22415,0.48097,0.4725,0.45235,0.55066,0.8163,0.8333,0.78724,0.8463,0.31472,0.00266,0.65729,0.42891,64.91,2.0
64441,0.4988,0.54414,0.74931,0.79623,0.85886,0.90163,0.87241,0.91082,0.40917,0.00098,0.67369,0.60809,43.49,0.0
66874,0.27676,0.40514,0.22094,0.53131,0.90258,0.95374,0.85407,0.98658,0.09066,0.00045,0.62727,0.26673,67.83,0.0
51801,0.11044,0.13851,0.37833,0.79883,0.96948,0.98735,0.9352,0.99985,0.31659,0.00043,0.20761,0.07773,35.54,0.0
47100,0.97224,0.90746,0.94893,0.89857,0.94116,0.97816,0.88329,1.00516,0.25266,0.00992,0.25118,0.27677,46.47,2.0
99836,0.32244,0.4032,0.31121,0.61111,0.93457,0.97447,0.88572,0.99736,0.13728,0.00034,0.94239,0.51257,34.31,0.0
98802,0.2917,0.39781,0.27193,0.54845,0.98131,0.9901,0.96431,0.99808,0.53133,0.00408,0.92028,0.49699,54.06,0.0
33000,0.6914,0.58257,0.62311,0.62042,0.64127,0.65562,0.61694,0.66463,0.25677,0.00464,0.41514,0.25796,77.21,2.0
23934,0.68289,0.64499,0.66511,0.69497,0.79773,0.82994,0.76755,0.85039,0.45181,0.05305,0.53996,0.40946,63.97,2.0
151354,0.81158,0.76758,0.7904,0.81438,0.8473,0.86902,0.81519,0.87789,0.56999,0.07961,0.12256,0.14622,59.61,2.0
55337,0.94453,0.88008,0.94414,0.97236,0.98385,0.98867,0.98702,0.99524,0.8432,0.22867,0.95655,0.9451,64.8,0.0
4193,0.50726,0.37588,0.39214,0.36241,0.49298,0.54335,0.44468,0.56643,0.01988,0.00109,0.38279,0.24445,83.69,2.0
104789,0.27628,0.36101,0.24263,0.46784,0.97037,1.00993,0.92294,1.03349,0.15752,0.00035,0.49322,0.27174,34.39,1.0
102404,0.83265,0.8018,0.81383,0.85141,0.90243,0.92441,0.8686,0.93418,0.73688,0.15873,0.07671,0.09668,49.64,2.0
194335,0.775,0.77049,0.81552,0.91326,0.92799,0.93496,0.89343,0.9355,0.44054,0.00516,0.07839,0.09565,57.27,2.0
174974,0.60602,0.56729,0.57613,0.54337,0.56305,0.58207,0.53147,0.58957,0.10675,0.0003,0.0682,0.08078,47.11,2.0
59354,0.26497,0.29648,0.22658,0.42238,0.96048,0.97239,0.95821,0.98673,0.59193,0.01035,0.74962,0.3724,74.83,0.0
157002,0.73304,0.69572,0.71794,0.7306,0.84716,0.90575,0.8034,0.94833,0.58636,0.28606,0.13471,0.16424,57.1,2.0
122510,0.51913,0.51654,0.49185,0.58144,1.00655,1.01563,0.97703,1.0221,0.47813,0.00695,0.08107,0.0958,42.15,2.0
9552,0.69634,0.6605,0.67507,0.65642,0.6737,0.69185,0.65281,0.69602,0.29808,0.00362,0.5838,0.45827,39.72,2.0
15893,0.31511,0.41844,0.26601,0.58976,1.0767,1.08678,1.0552,1.0961,0.55737,0.01044,0.91981,0.4276,33.23,1.0
115899,0.78375,0.78356,0.86377,0.81294,0.8397,0.87357,0.80342,0.89319,0.54586,0.05583,0.10056,0.1233,61.55,2.0
47540,0.91225,0.8432,0.87281,0.82611,0.85694,0.90031,0.82657,0.935,0.54453,0.07936,0.67232,0.577,55.17,2.0
179873,0.68061,0.66192,0.66262,0.71643,1.03167,1.03121,1.02103,1.02866,0.85079,0.22817,0.10162,0.12557,35.47,2.0
168676,0.62931,0.60992,0.67386,0.68633,0.7056,0.72215,0.69821,0.72009,0.39802,0.02424,0.44272,0.3171,59.0,2.0
32010,0.56131,0.55175,0.55304,0.57224,0.77606,0.89409,0.75686,0.93692,0.17217,0.00032,0.6138,0.4736,48.52,2.0
11075,0.58511,0.56012,0.54745,0.63512,0.76861,0.80209,0.72598,0.82434,0.13805,0.00052,0.55737,0.45713,67.1,2.0
15106,0.19696,0.3123,0.14727,0.45776,0.98471,1.00108,0.95512,1.01305,0.36295,0.00056,0.71355,0.29126,44.23,0.0
153640,0.87157,0.7932,0.84898,0.84755,0.86323,0.8709,0.83261,0.8732,0.46468,0.01677,0.09746,0.11563,67.37,2.0
110831,0.7057,0.67544,0.7293,0.74222,0.76408,0.79165,0.77494,0.83267,0.60745,0.11919,0.08251,0.1002,42.79,2.0
173055,0.76878,0.73342,0.7541,0.77561,0.88961,0.94046,0.85151,0.97912,0.692,0.25281,0.12621,0.15034,45.31,2.0
129064,0.63252,0.62838,0.61033,0.69987,0.94194,0.98181,0.88214,1.00957,0.56896,0.18323,0.09403,0.11688,42.56,2.0
121810,0.42904,0.40124,0.43531,0.45694,0.47902,0.50538,0.54313,0.58282,0.5,0.09137,0.17215,0.22908,52.42,2.0
190440,1.02454,0.95932,1.0046,0.97859,1.0084,1.03162,0.95942,1.04836,0.38091,0.03701,0.13795,0.15391,36.73,2.0
158658,0.54905,0.54468,0.52191,0.64295,0.90037,0.90409,0.88989,0.90726,0.61398,0.03383,0.0909,0.11045,65.7,2.0
163246,0.47705,0.35606,0.38858,0.41237,0.41883,0.41893,0.41248,0.41645,0.30758,0.03646,0.18882,0.15229,84.03,2.0
130820,0.66976,0.52286,0.60373,0.624,0.64867,0.66235,0.6335,0.6702,0.3894,0.01933,0.10036,0.11536,83.74,2.0
21588,0.55564,0.5272,0.54313,0.57987,0.87999,0.90359,0.84665,0.9207,0.36601,0.00674,0.68622,0.48067,57.55,2.0
47967,0.35367,0.42914,0.33673,0.49857,0.76394,0.85435,0.69683,0.90817,0.10626,0.00499,0.76608,0.3501,60.38,2.0
174707,0.66252,0.58024,0.63028,0.65931,0.67045,0.67263,0.67188,0.67345,0.62808,0.19164,0.10712,0.12805,78.07,2.0
72361,0.34137,0.46534,0.28343,0.60906,0.80668,0.90162,0.74947,0.96211,0.01815,0.00075,0.86061,0.46533,79.46,0.0
163345,0.73979,0.69682,0.7362,0.72514,0.74779,0.77154,0.73347,0.80479,0.38788,0.00993,0.10139,0.12021,58.09,2.0
6734,0.51694,0.53774,0.51199,0.66398,0.9689,1.01034,0.92407,1.03823,0.2495,0.00228,0.88881,0.63439,45.3,2.0
4297,0.46525,0.49158,0.72758,0.82951,0.95458,1.00567,0.90166,1.03686,0.1013,0.0004,0.87823,0.53335,46.83,2.0
167260,0.72475,0.60799,0.66711,0.63161,0.67507,0.71765,0.64694,0.7432,0.26664,0.00793,0.10364,0.12506,80.34,2.0
160668,0.79536,0.75555,0.7807,0.82419,0.93997,0.94519,0.91079,0.94465,0.6851,0.12856,0.09196,0.1141,55.95,2.0
167545,0.39684,0.36185,0.36645,0.3674,0.38042,0.39752,0.37929,0.3828,0.16983,0.00097,0.58748,0.59827,65.44,0.0
59464,0.26948,0.44106,0.20742,0.64168,0.92479,0.96097,0.88631,0.98746,0.16374,0.00052,0.92264,0.43713,69.08,0.0
123181,1.00878,0.94033,0.96795,0.8861,0.93279,0.98254,0.86377,1.01368,0.33131,0.0096,0.06598,0.08571,39.92,2.0
161803,0.74315,0.71925,0.79352,0.82075,0.86186,0.91419,0.9073,1.01509,0.61626,0.27495,0.1284,0.15473,42.64,2.0
119762,0.75721,0.83484,0.98066,0.91059,0.95845,1.00405,0.90559,1.03142,0.1238,0.00032,0.68321,0.65548,32.31,1.0
95993,0.23553,0.31519,0.19795,0.37653,0.87148,0.94745,0.80863,0.98784,0.0344,0.00026,0.86095,0.42432,46.47,0.0
109985,0.73864,0.70695,0.71808,0.76956,0.97889,0.98014,0.94869,0.97699,0.6791,0.11651,0.10856,0.12696,46.51,2.0
34185,0.50994,0.64935,0.50061,0.83515,0.88417,0.9402,0.82337,0.97574,0.20111,0.00096,0.64505,0.42576,49.94,2.0
28787,0.33073,0.4488,0.3368,0.64332,1.04998,1.05928,1.03374,1.06799,0.61081,0.02253,0.63523,0.39435,43.07,2.0
111253,0.72928,0.66845,0.70616,0.72807,0.78179,0.79735,0.75468,0.80156,0.54527,0.0429,0.10191,0.12266,70.67,2.0
21633,0.55671,0.55148,0.55481,0.64167,1.05894,1.08161,1.01377,1.0994,0.49812,0.05888,0.82559,0.56642,34.3,2.0
28206,0.58262,0.54011,0.54982,0.65629,0.74352,0.75462,0.72482,0.76063,0.39678,0.01751,0.4118,0.26159,71.83,2.0
180029,0.79171,0.75687,0.7756,0.79959,1.005,1.01612,0.9564,1.01937,0.68861,0.17334,0.10059,0.12091,31.8,2.0
121499,0.54857,0.54183,0.52692,0.62306,0.90413,0.90673,0.90347,0.90966,0.78958,0.28805,0.1486,0.17137,66.69,2.0
34302,0.52626,0.50665,0.69815,0.57675,0.64438,0.72259,0.58631,0.7622,0.01821,0.00043,0.47038,0.23441,70.26,2.0
25929,0.69155,0.67637,0.68705,0.67345,0.95262,1.04372,0.87459,1.09476,0.09723,0.0003,0.71804,0.52987,33.32,2.0
75893,0.22827,0.36864,0.22432,0.67615,0.99587,0.99829,0.99242,1.00105,0.82186,0.17863,0.78074,0.3754,37.53,0.0
26187,0.33215,0.3124,0.39749,0.40025,0.49452,0.62122,0.59257,0.79798,0.02419,0.00038,0.7061,0.53421,69.22,2.0
112182,1.02563,0.96332,0.98358,0.90204,0.95195,1.00164,0.88394,1.03518,0.42415,0.10307,0.11546,0.14805,34.84,2.0
149304,0.46128,0.53637,0.43041,0.71442,0.8503,0.86364,0.82912,0.87521,0.50141,0.22719,0.25168,0.25753,70.58,2.0
41648,0.20196,0.28129,0.12874,0.3671,0.89916,0.92196,0.87083,0.93805,0.28016,0.00049,0.7346,0.41125,64.01,0.0
161468,0.76774,0.74726,0.75178,0.82159,0.97837,0.98955,0.93832,0.99427,0.64739,0.14292,0.09559,0.11879,45.05,2.0
13546,0.51518,0.46301,0.45923,0.54739,0.65992,0.66822,0.64396,0.6754,0.35608,0.01343,0.5149,0.4039,77.67,2.0
82906,0.25687,0.36039,0.20626,0.50911,0.9812,0.98954,0.96679,0.99745,0.56227,0.00585,0.62677,0.2643,56.06,0.0
161384,0.80115,0.74019,0.77787,0.7974,0.81467,0.82475,0.78894,0.82317,0.64079,0.07502,0.0606,0.07699,65.36,2.0
26180,0.98434,0.92781,0.98702,1.00895,1.01878,1.02353,1.01864,1.02919,0.81286,0.1629,0.54165,0.48638,46.95,2.0
150046,0.63372,0.58724,0.60268,0.6142,0.72305,0.75854,0.68007,0.77584,0.33477,0.02211,0.43747,0.36875,66.85,2.0
22763,0.54988,0.62225,0.52329,0.77554,1.07923,1.08502,1.06601,1.08976,0.71272,0.08046,0.86578,0.5203,42.3,2.0
170720,0.98272,0.91541,0.93942,0.85809,0.90144,0.95304,0.84169,0.98261,0.39148,0.01725,0.06795,0.08615,48.1,2.0
122048,0.43727,0.42262,0.38965,0.55316,0.73117,0.74278,0.71965,0.75377,0.38144,0.01182,0.16808,0.17167,80.82,2.0
27431,0.29209,0.35614,0.2881,0.47647,1.11303,1.11803,1.10693,1.12203,0.86134,0.12163,0.84173,0.45193,31.91,2.0
108391,0.64351,0.70702,0.67675,0.96737,1.00211,1.00329,0.99222,1.00346,0.79072,0.17341,0.10093,0.12347,46.93,2.0
162715,0.59141,0.48353,0.54454,0.57969,0.68708,0.69497,0.67255,0.69996,0.37455,0.00585,0.12009,0.13921,82.11,2.0
23225,0.61558,0.67357,0.59463,0.75506,1.10063,1.1153,1.06669,1.1248,0.46909,0.00677,0.449,0.30555,38.46,2.0
93285,0.33702,0.45672,0.29429,0.53112,0.92098,0.96892,0.86679,0.99594,0.10171,0.0003,0.8013,0.3691,31.89,0.0
134343,0.5467,0.53146,0.52411,0.59658,0.89872,0.91568,0.86328,0.92636,0.2936,0.00062,0.07043,0.08422,62.49,2.0
99123,0.23419,0.27271,0.21067,0.37685,0.95956,0.98161,0.92413,0.99716,0.27348,0.00036,0.87137,0.44186,46.87,0.0
120048,0.637,0.83057,0.67674,0.86763,0.90079,0.93715,0.85172,0.95878,0.4493,0.03731,0.06902,0.08767,55.41,2.0
36044,0.35256,0.32346,0.36116,0.45192,0.5022,0.54492,0.46481,0.56784,0.04748,0.00087,0.44914,0.27539,82.76,2.0
30694,0.50848,0.45081,0.46519,0.51075,0.63742,0.65839,0.61403,0.67456,0.30818,0.01096,0.5298,0.41242,77.26,2.0
9973,0.33208,0.35066,0.30178,0.45455,0.9334,0.95771,0.88878,0.97579,0.29702,0.00833,0.8016,0.41687,51.6,2.0
37666,0.79924,0.78501,0.79283,0.87009,1.02896,1.07887,0.97716,1.11419,0.67924,0.18293,0.66581,0.48915,31.87,2.0
197321,0.70637,0.6294,0.67376,0.68759,0.72285,0.73925,0.69775,0.74472,0.41985,0.02334,0.1163,0.13608,76.03,2.0
168692,0.75954,0.71476,0.74077,0.76362,0.8329,0.86514,0.79891,0.8844,0.49904,0.02048,0.11747,0.14444,60.58,2.0
33141,0.31954,0.29212,0.26274,0.34726,0.65105,0.66301,0.62942,0.67204,0.26117,0.00416,0.43415,0.26798,77.19,2.0
73173,0.30339,0.314,0.23178,0.43211,0.81363,0.89514,0.78088,0.95368,0.04558,0.00137,0.50743,0.18699,83.4,0.0
154369,1.00073,0.92069,0.97189,0.96867,0.96226,0.95086,0.93023,0.93135,0.82383,0.17925,0.06255,0.07947,40.82,2.0
111417,0.58309,0.54473,0.56204,0.59029,0.70968,0.78494,0.75205,0.83972,0.4848,0.07171,0.09398,0.11421,64.2,2.0
45947,0.38878,0.42087,0.37545,0.53795,1.01026,1.0457,0.9561,1.07038,0.2967,0.01317,0.92264,0.47717,43.66,2.0
93915,0.42907,0.63707,0.54259,0.93297,0.97596,0.98941,0.948,0.99958,0.39114,0.00078,0.94872,0.66316,47.55,0.0
59451,0.15108,0.19816,0.11378,0.24407,0.7953,0.95026,0.82374,0.98523,0.04814,0.00027,0.56101,0.20657,32.29,0.0
187411,0.38322,0.64356,0.3318,0.86098,0.96145,1.01538,0.89304,1.05013,0.18405,0.02766,0.28875,0.19008,35.12,2.0
177544,0.79072,0.77907,0.93833,0.87478,0.90362,0.9455,0.85336,0.97082,0.55201,0.02703,0.06121,0.07524,41.12,2.0
47564,0.71444,0.66521,0.73541,0.74475,0.79335,0.83675,0.77698,0.85364,0.2904,0.00126,0.61707,0.50435,64.14,2.0
127245,0.31754,0.60615,0.49337,0.96389,0.98009,0.98848,0.96603,0.99701,0.55755,0.00617,0.87646,0.41661,59.27,0.0
75410,0.35603,0.50716,0.31095,0.68659,0.98796,0.99384,0.97405,0.99972,0.60571,0.01221,0.95176,0.56704,49.19,0.0
55763,0.29861,0.32715,0.48476,0.58753,0.69778,0.81588,0.89971,0.9998,0.43286,0.00107,0.95045,0.9185,47.46,0.0
191566,0.57073,0.53958,0.54352,0.59061,0.79366,0.83924,0.75019,0.86633,0.29666,0.01042,0.08609,0.10371,69.63,2.0
27063,0.5456,0.46994,0.50016,0.51813,0.58166,0.61923,0.56888,0.64063,0.30677,0.00914,0.4084,0.3135,78.1,2.0
157444,0.71882,0.64037,0.6885,0.71147,0.76238,0.76165,0.74102,0.75519,0.58082,0.06537,0.08084,0.09902,75.47,2.0
129363,0.55326,0.51017,0.52228,0.58575,0.76492,0.8003,0.73186,0.82232,0.40614,0.03222,0.08601,0.10518,73.65,2.0
174625,0.48036,0.47239,0.53808,0.56054,0.59628,0.63421,0.64552,0.70335,0.37199,0.04188,0.12163,0.15483,37.91,2.0
98632,0.42883,0.41686,0.44273,0.39923,0.43306,0.4711,0.41019,0.49378,0.0255,0.0006,0.47638,0.36193,72.46,1.0
43566,0.69903,0.66797,0.71351,0.7205,0.74264,0.7706,0.74989,0.81859,0.52926,0.10379,0.60691,0.44985,52.35,2.0
166207,0.54361,0.51825,0.55782,0.55207,0.56918,0.58738,0.55466,0.58532,0.33782,0.06007,0.20615,0.23402,69.89,2.0
178239,0.23424,0.32892,0.19648,0.44858,1.00696,1.01546,0.98588,1.02293,0.52789,0.0042,0.7773,0.40904,34.49,0.0
91760,0.12433,0.08593,0.07208,0.06997,0.06772,0.06516,0.06216,0.06178,0.04215,0.00281,0.04756,0.03842,73.96,0.0
62953,0.35334,0.4997,0.33797,0.75023,0.98688,0.99378,0.97145,1.00001,0.57956,0.00872,0.95284,0.61208,46.63,0.0
165176,0.63848,0.54821,0.60242,0.63396,0.70078,0.72275,0.68529,0.7349,0.53024,0.0947,0.09999,0.11924,79.89,2.0
129747,0.72004,0.68098,0.70262,0.75132,0.89608,0.9059,0.87283,0.91229,0.73832,0.37992,0.1911,0.22048,65.12,2.0
86794,0.4123,0.5767,0.35892,0.78846,0.99646,0.99957,0.98745,1.00264,0.71796,0.05669,0.8525,0.43668,34.23,0.0
40533,0.75151,0.70629,0.74037,0.75788,0.8297,0.8641,0.80793,0.89201,0.54288,0.06438,0.65849,0.55047,59.93,2.0
66518,0.28435,0.2476,0.21705,0.29343,0.77202,0.87484,0.72291,0.94574,0.0181,0.00103,0.73053,0.27668,83.26,0.0
65176,0.29954,0.36194,0.27688,0.48686,0.97985,0.9896,0.96077,0.9981,0.49932,0.00244,0.89936,0.46691,51.04,0.0
126204,0.711,0.69304,0.69068,0.75942,0.90924,0.93353,0.86278,0.94545,0.56169,0.05025,0.06419,0.08143,54.1,2.0
5889,0.53735,0.57769,0.57575,0.73668,0.90432,0.91426,0.88762,0.92264,0.4569,0.00286,0.7693,0.48237,58.48,2.0
52741,0.25488,0.29047,0.16589,0.35112,0.7379,0.86413,0.67879,0.94199,0.0111,0.00099,0.71119,0.30874,82.49,0.0
38526,0.82126,0.78953,0.81875,0.86245,0.89662,0.92884,0.88403,0.95588,0.75918,0.34109,0.63655,0.51733,52.96,2.0
87238,0.32028,0.54666,0.2783,0.73468,0.96583,0.98258,0.93763,0.99614,0.35126,0.00049,0.94434,0.66175,55.01,0.0
103204,0.52007,0.50793,0.58141,0.60395,0.64678,0.69913,0.71716,0.81993,0.41249,0.08861,0.14021,0.18573,47.1,2.0
106346,0.49766,0.71184,0.47472,0.97919,1.00689,1.02626,0.95806,1.0407,0.43439,0.04909,0.13264,0.14642,36.58,2.0
69840,0.21505,0.13775,0.11833,0.11065,0.11074,0.10702,0.0921,0.10024,0.01833,0.00147,0.05917,0.04481,82.67,0.0
187613,0.82894,0.793,0.85422,0.85195,0.90152,0.95167,0.84623,0.98402,0.53167,0.05906,0.07613,0.09479,33.36,2.0
25937,0.41949,0.31843,0.32483,0.37366,0.5007,0.52988,0.47028,0.54585,0.09205,0.00118,0.40006,0.28075,84.7,2.0
2580,0.83532,0.75567,0.7848,0.71237,0.75887,0.81161,0.70696,0.84222,0.09004,0.00057,0.65232,0.41809,64.7,2.0
189567,0.5375,0.46162,0.49752,0.5194,0.52748,0.53113,0.5302,0.53565,0.45671,0.17386,0.43761,0.38102,78.29,2.0
93230,0.54465,0.61403,0.94894,0.98631,0.99466,0.99817,0.98729,1.00157,0.73461,0.06767,0.95654,0.94238,33.57,0.0
178006,0.75666,0.71954,0.74478,0.77155,0.87827,0.90798,0.84309,0.92867,0.49794,0.04455,0.61127,0.49111,56.23,2.0
128206,0.60242,0.57511,0.61855,0.64335,0.7055,0.8055,0.78708,0.96334,0.42919,0.04947,0.07937,0.10066,53.1,2.0
143189,0.70483,0.58456,0.64612,0.62028,0.65937,0.69907,0.63604,0.72283,0.29578,0.02089,0.13532,0.15568,81.25,2.0
170216,0.7612,0.70784,0.75116,0.76444,0.77336,0.77973,0.76976,0.78621,0.68238,0.22362,0.14056,0.16611,66.11,2.0
175750,0.63621,0.58979,0.71386,0.79098,0.80889,0.81979,0.79051,0.82893,0.41895,0.03625,0.58419,0.47676,68.7,2.0
109451,0.93122,0.88943,0.91144,0.92445,0.93441,0.93954,0.91486,0.9372,0.86893,0.27164,0.09531,0.11884,35.92,2.0
68493,0.24662,0.35093,0.19009,0.55414,0.87604,0.93989,0.82595,0.98019,0.05699,0.00062,0.77297,0.32472,72.94,0.0
90030,0.18636,0.26291,0.14967,0.39107,0.9768,0.9894,0.95271,0.9991,0.42673,0.00089,0.75394,0.35407,47.12,0.0
84132,0.97154,0.90249,0.92225,0.80779,0.87426,0.94782,0.81087,0.98788,0.0361,0.00029,0.91963,0.74683,50.36,0.0
125138,0.54867,0.49019,0.5084,0.58064,0.7056,0.73955,0.68112,0.75904,0.41944,0.0591,0.10141,0.11908,78.54,2.0
167588,0.54961,0.46396,0.50569,0.56522,0.6981,0.70495,0.68778,0.71053,0.49498,0.0713,0.10064,0.11837,81.85,2.0
35873,1.0362,0.9739,1.01355,0.99538,1.02113,1.04112,0.98498,1.05662,0.3706,0.00573,0.98595,0.90885,33.13,0.0
134130,0.23469,0.2774,0.19464,0.37006,1.00544,1.01349,0.99116,1.02078,0.59124,0.00827,0.45123,0.23079,46.61,1.0
180929,0.65954,0.57316,0.62415,0.66194,0.76028,0.7682,0.75064,0.77474,0.42514,0.00741,0.23803,0.24457,78.06,2.0
3308,0.38231,0.38928,0.34335,0.41688,0.87888,0.9327,0.82527,0.9642,0.08168,0.00034,0.60659,0.28269,53.13,2.0
30275,0.25203,0.36797,0.24098,0.58179,1.05704,1.06337,1.05578,1.07126,0.81501,0.07938,0.62646,0.30762,42.28,1.0
85966,0.28589,0.40919,0.24065,0.52134,0.90658,0.96243,0.84903,0.99349,0.07175,0.00032,0.68095,0.29508,36.95,0.0
147624,0.57605,0.554,0.54822,0.58932,0.82167,0.8994,0.76492,0.94911,0.40604,0.04769,0.08277,0.10257,54.91,2.0
52336,0.27987,0.27558,0.24018,0.42322,0.94427,0.96495,0.92638,0.9853,0.34984,0.0009,0.73051,0.32221,75.21,0.0
106809,0.50862,0.4087,0.46011,0.50876,0.63307,0.66013,0.62138,0.6773,0.40732,0.05017,0.10471,0.12226,83.96,2.0
162456,0.72963,0.69747,0.7094,0.74448,0.98673,1.01687,0.99287,1.01361,0.77584,0.21547,0.08787,0.10964,36.75,2.0
140736,0.28045,0.38038,0.2619,0.69689,0.93988,0.95761,0.92053,0.97433,0.36913,0.00116,0.68187,0.29822,72.7,0.0
93120,0.94345,0.87539,0.91513,0.83392,0.89166,0.95167,0.83811,0.98695,0.06936,0.00032,0.04288,0.06075,62.53,0.0
124117,0.69997,0.64724,0.67877,0.71425,0.79265,0.81644,0.77383,0.83268,0.70088,0.32317,0.13258,0.1593,72.2,2.0
96033,0.10776,0.16333,0.07323,0.23237,0.86634,0.97066,0.87511,0.99602,0.11902,0.00028,0.44046,0.15223,34.46,0.0
173199,0.66637,0.51409,0.5999,0.62234,0.6479,0.66651,0.64246,0.67642,0.51613,0.09812,0.10966,0.128,84.51,2.0
71040,0.9634,0.89456,0.94663,0.94126,0.96646,0.98284,0.93862,0.99636,0.3559,0.00063,0.12887,0.18423,59.15,0.0
68459,0.16252,0.24187,0.12683,0.29752,0.6927,0.80298,0.69726,0.84171,0.03742,0.00024,0.4411,0.18111,38.61,0.0
70522,0.22558,0.32111,0.18742,0.43163,0.97382,0.98911,0.94344,1.00014,0.36528,0.0005,0.76398,0.39851,38.86,0.0
182123,0.64711,0.57933,0.61424,0.62266,0.66847,0.69504,0.65017,0.71174,0.41788,0.04755,0.5499,0.46395,72.88,2.0
162255,0.72459,0.69326,0.70555,0.7326,0.85473,0.90786,0.81088,0.94396,0.57496,0.11732,0.11227,0.13415,55.28,2.0
56576,0.25348,0.30812,0.22411,0.43979,0.99292,0.99651,0.98499,1.00056,0.71694,0.05364,0.84221,0.42567,45.76,0.0
145923,0.49196,0.50819,0.73083,0.79748,0.85832,0.91724,0.7998,0.9539,0.28794,0.03599,0.13957,0.15374,58.68,2.0
150653,0.72528,0.69088,0.7081,0.75119,0.9631,0.96902,0.93099,0.97014,0.67079,0.1871,0.08576,0.10721,52.05,2.0
54412,0.31701,0.42123,0.93821,0.83763,0.89393,0.95794,0.83258,0.99234,0.05183,0.00031,0.92884,0.5551,36.91,0.0
86312,0.26385,0.31656,0.21008,0.48408,0.95755,0.96966,0.9609,0.98474,0.64622,0.02404,0.88096,0.41619,76.16,0.0
21376,0.18938,0.17902,0.11998,0.18238,0.57544,0.70164,0.58735,0.72761,0.0212,0.00054,0.43858,0.1863,73.25,1.0
154643,0.55577,0.53528,0.53247,0.56421,0.8965,0.93129,0.84005,0.95195,0.27383,0.04148,0.27052,0.27312,52.48,2.0
127370,0.50019,0.51637,0.46868,0.61094,1.025,1.02921,1.00787,1.032,0.63768,0.01471,0.07975,0.09302,38.62,2.0
100377,0.40265,0.44998,0.35708,0.53496,0.96754,0.99735,0.918,1.01783,0.24283,0.0006,0.14824,0.11624,45.57,2.0
138869,0.79992,0.76324,0.78404,0.82303,0.95514,0.96028,0.92706,0.96061,0.80887,0.33918,0.13381,0.1625,52.75,2.0
152754,0.6663,0.6517,0.6519,0.73429,0.97801,0.98611,0.95011,0.99041,0.54658,0.03702,0.11123,0.13427,49.54,2.0
149318,0.69244,0.63445,0.66825,0.69109,0.78968,0.81294,0.76068,0.82423,0.52886,0.0519,0.11579,0.13567,70.97,2.0
164269,0.57163,0.51792,0.54805,0.61376,0.80619,0.80708,0.80539,0.80743,0.7305,0.13204,0.09903,0.11919,75.49,2.0
35850,0.34516,0.29332,0.2478,0.36887,0.5813,0.58512,0.56411,0.58704,0.27464,0.005,0.35697,0.17652,81.99,2.0
94530,0.2667,0.33431,0.22546,0.39212,0.91511,0.96559,0.86065,0.99413,0.09298,0.00027,0.80828,0.36825,36.29,0.0
62906,0.15361,0.19527,0.10972,0.25797,0.92088,0.96732,0.87016,0.99433,0.11091,0.00035,0.64145,0.26633,47.13,0.0
78341,0.34709,0.47683,0.84861,0.94333,0.97918,0.99192,0.9523,1.00095,0.41726,0.00088,0.95772,0.92438,34.9,0.0
188349,0.36115,0.35845,0.32649,0.42817,0.82274,0.84695,0.82539,0.85357,0.46853,0.01418,0.41136,0.2608,65.15,2.0
104637,0.23913,0.36162,0.19522,0.52592,0.98719,0.99888,0.96724,1.00791,0.48726,0.00214,0.84359,0.39937,43.02,0.0
189578,0.69856,0.74199,0.6811,0.8407,0.89941,0.96202,0.84138,1.00488,0.45046,0.04754,0.13637,0.16322,45.17,2.0
188115,0.75246,0.81076,0.93549,0.9905,1.00038,1.00335,1.00371,1.00769,0.9252,0.42593,0.77376,0.8107,53.46,0.0
